pair_id,citing_official_year,citing_query_doi,citing_resolved_doi,citing_title,citing_pdf_path,citing_note_path,cited_official_year,cited_query_doi,cited_resolved_doi,cited_title,cited_pdf_path,cited_note_path,matched_reference_count,match_type_breakdown,matched_reference_evidence_json
10.1177_00222437231200807__cites__10.1509_jmr.10.0183,2024,10.1177/00222437231200807,10.1177/00222437231200807,Cause-Related Marketing as Sales Promotion,data\jmr_2000_2025\pdfs\2024\10.1177_00222437231200807.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_00222437231200807.json,2012,10.1509/jmr.10.0183,10.1509/jmr.10.0183,New Products: The Antidote to Private Label Growth?,data\jmr_2000_2025\pdfs\2012\10.1509_jmr.10.0183.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.10.0183.json,1,"{""doi"": 1}","[{""reference_index"": 18, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmr.10.0183"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1177_00222437231200807__cites__10.1509_jmr.10.0511,2024,10.1177/00222437231200807,10.1177/00222437231200807,Cause-Related Marketing as Sales Promotion,data\jmr_2000_2025\pdfs\2024\10.1177_00222437231200807.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_00222437231200807.json,2012,10.1509/jmr.10.0511,10.1509/jmr.10.0511,Willingness to Pay for Cause-Related Marketing: The Impact of Donation Amount and Moderating Effects,data\jmr_2000_2025\pdfs\2012\10.1509_jmr.10.0511.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.10.0511.json,1,"{""doi"": 1}","[{""reference_index"": 35, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmr.10.0511"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1177_00222437231200807__cites__10.1509_jmr.10.0414,2024,10.1177/00222437231200807,10.1177/00222437231200807,Cause-Related Marketing as Sales Promotion,data\jmr_2000_2025\pdfs\2024\10.1177_00222437231200807.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_00222437231200807.json,2013,10.1509/jmr.10.0414,10.1509/jmr.10.0414,Price and Advertising Effectiveness over the Business Cycle,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.10.0414.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.10.0414.json,1,"{""doi"": 1}","[{""reference_index"": 64, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmr.10.0414"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1177_00222437231200807__cites__10.1509_jmr.14.0193,2024,10.1177/00222437231200807,10.1177/00222437231200807,Cause-Related Marketing as Sales Promotion,data\jmr_2000_2025\pdfs\2024\10.1177_00222437231200807.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_00222437231200807.json,2014,10.1509/jmr.14.0193,10.1509/jmr.14.0193,Take Turns or March in Sync? The Impact of the National Brand Promotion Calendar on Manufacturer and Retailer Performance,data\jmr_2000_2025\pdfs\2014\10.1509_jmr.14.0193.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.14.0193.json,1,"{""doi"": 1}","[{""reference_index"": 23, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmr.14.0193"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1177_00222437231200807__cites__10.1509_jmr.13.0580,2024,10.1177/00222437231200807,10.1177/00222437231200807,Cause-Related Marketing as Sales Promotion,data\jmr_2000_2025\pdfs\2024\10.1177_00222437231200807.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_00222437231200807.json,2017,10.1509/jmr.13.0580,10.1509/jmr.13.0580,A Meta-Analysis of Marketing Communication Carryover Effects,data\jmr_2000_2025\pdfs\2017\10.1509_jmr.13.0580.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.13.0580.json,1,"{""doi"": 1}","[{""reference_index"": 33, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmr.13.0580"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1177_00222437231200807__cites__10.1177_0022243720962505,2024,10.1177/00222437231200807,10.1177/00222437231200807,Cause-Related Marketing as Sales Promotion,data\jmr_2000_2025\pdfs\2024\10.1177_00222437231200807.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_00222437231200807.json,2021,10.1177/0022243720962505,10.1177/0022243720962505,The Impact of Informational and Emotional Television Ad Content on Online Search and Sales,data\jmr_2000_2025\pdfs\2021\10.1177_0022243720962505.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_0022243720962505.json,1,"{""doi"": 1}","[{""reference_index"": 21, ""match_type"": ""doi"", ""ref_doi"": ""10.1177/0022243720962505"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1177_00222437231200807__cites__10.1177_00222437221109782,2024,10.1177/00222437231200807,10.1177/00222437231200807,Cause-Related Marketing as Sales Promotion,data\jmr_2000_2025\pdfs\2024\10.1177_00222437231200807.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_00222437231200807.json,2023,10.1177/00222437221109782,10.1177/00222437221109782,The Effectiveness of Cause-Related Marketing: A Meta-Analysis on Consumer Responses,data\jmr_2000_2025\pdfs\2023\10.1177_00222437221109782.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_00222437221109782.json,1,"{""doi"": 1}","[{""reference_index"": 54, ""match_type"": ""doi"", ""ref_doi"": ""10.1177/00222437221109782"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1177_00222437231205252__cites__10.1509_jmkr.47.1.14,2024,10.1177/00222437231205252,10.1177/00222437231205252,Response Aggregation to Obtain Truthful Answers to Sensitive Questions: Estimating the Prevalence of Illegal Purchases of Prescription Drugs,data\jmr_2000_2025\pdfs\2024\10.1177_00222437231205252.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_00222437231205252.json,2010,10.1509/jmkr.47.1.014,10.1509/jmkr.47.1.14,Reducing Social Desirability Bias through Item Randomized Response: An Application to Measure Underreported Desires,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.1.014.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.1.14.json,1,"{""doi"": 1}","[{""reference_index"": 12, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.47.1.14"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1177_00222437231205252__cites__10.1509_jmkr.47.2.199,2024,10.1177/00222437231205252,10.1177/00222437231205252,Response Aggregation to Obtain Truthful Answers to Sensitive Questions: Estimating the Prevalence of Illegal Purchases of Prescription Drugs,data\jmr_2000_2025\pdfs\2024\10.1177_00222437231205252.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_00222437231205252.json,2010,10.1509/jmkr.47.2.199,10.1509/jmkr.47.2.199,Socially Desirable Response Tendencies in Survey Research,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.2.199.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.2.199.json,1,"{""doi"": 1}","[{""reference_index"": 47, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.47.2.199"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1177_00222437231205252__cites__10.1177_0022243718821312,2024,10.1177/00222437231205252,10.1177/00222437231205252,Response Aggregation to Obtain Truthful Answers to Sensitive Questions: Estimating the Prevalence of Illegal Purchases of Prescription Drugs,data\jmr_2000_2025\pdfs\2024\10.1177_00222437231205252.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_00222437231205252.json,2019,10.1177/0022243718821312,10.1177/0022243718821312,Assessing Sensitive Consumer Behavior Using the Item Count Response Technique,data\jmr_2000_2025\pdfs\2019\10.1177_0022243718821312.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_0022243718821312.json,1,"{""doi"": 1}","[{""reference_index"": 11, ""match_type"": ""doi"", ""ref_doi"": ""10.1177/0022243718821312"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1177_00222437231205252__cites__10.1177_0022243720914271,2024,10.1177/00222437231205252,10.1177/00222437231205252,Response Aggregation to Obtain Truthful Answers to Sensitive Questions: Estimating the Prevalence of Illegal Purchases of Prescription Drugs,data\jmr_2000_2025\pdfs\2024\10.1177_00222437231205252.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_00222437231205252.json,2020,10.1177/0022243720914271,10.1177/0022243720914271,Can Viagra Advertising Make More Babies? Direct-to-Consumer Advertising on Public Health Outcomes,data\jmr_2000_2025\pdfs\2020\10.1177_0022243720914271.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_0022243720914271.json,1,"{""doi"": 1}","[{""reference_index"": 29, ""match_type"": ""doi"", ""ref_doi"": ""10.1177/0022243720914271"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1177_00222437231207323__cites__10.1509_jmr.12.0511,2024,10.1177/00222437231207323,10.1177/00222437231207323,Buying Future Endorsements from Prospective Influencers on User-Generated Content Platforms,data\jmr_2000_2025\pdfs\2024\10.1177_00222437231207323.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_00222437231207323.json,2017,10.1509/jmr.12.0511,10.1509/jmr.12.0511,Uncovering the Importance of Relationship Characteristics in Social Networks: Implications for Seeding Strategies,data\jmr_2000_2025\pdfs\2017\10.1509_jmr.12.0511.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.12.0511.json,1,"{""doi"": 1}","[{""reference_index"": 5, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmr.12.0511"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1177_00222437231207323__cites__10.1509_jmr.12.0417,2024,10.1177/00222437231207323,10.1177/00222437231207323,Buying Future Endorsements from Prospective Influencers on User-Generated Content Platforms,data\jmr_2000_2025\pdfs\2024\10.1177_00222437231207323.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_00222437231207323.json,2018,10.1509/jmr.12.0417,10.1509/jmr.12.0417,Building a Social Network for Success,data\jmr_2000_2025\pdfs\2018\10.1509_jmr.12.0417.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.12.0417.json,1,"{""doi"": 1}","[{""reference_index"": 1, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmr.12.0417"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1177_00222437231207323__cites__10.1177_0022243718824081,2024,10.1177/00222437231207323,10.1177/00222437231207323,Buying Future Endorsements from Prospective Influencers on User-Generated Content Platforms,data\jmr_2000_2025\pdfs\2024\10.1177_00222437231207323.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_00222437231207323.json,2019,10.1177/0022243718824081,10.1177/0022243718824081,Climb or Jump: Status-Based Seeding in User-Generated Content Networks,data\jmr_2000_2025\pdfs\2019\10.1177_0022243718824081.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_0022243718824081.json,1,"{""doi"": 1}","[{""reference_index"": 17, ""match_type"": ""doi"", ""ref_doi"": ""10.1177/0022243718824081"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1177_00222437231210267__cites__10.1509_jmkr.48.3.425,2024,10.1177/00222437231210267,10.1177/00222437231210267,Mega or Micro? Influencer Selection Using Follower Elasticity,data\jmr_2000_2025\pdfs\2024\10.1177_00222437231210267.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_00222437231210267.json,2011,10.1509/jmkr.48.3.425,10.1509/jmkr.48.3.425,Network Effects and Personal Influences: The Diffusion of an Online Social Network,data\jmr_2000_2025\pdfs\2011\10.1509_jmkr.48.3.425.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.48.3.425.json,1,"{""doi"": 1}","[{""reference_index"": 35, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.48.3.425"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1177_00222437231210267__cites__10.1509_jmkr.48.3.457,2024,10.1177/00222437231210267,10.1177/00222437231210267,Mega or Micro? Influencer Selection Using Follower Elasticity,data\jmr_2000_2025\pdfs\2024\10.1177_00222437231210267.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_00222437231210267.json,2011,10.1509/jmkr.48.3.457,10.1509/jmkr.48.3.457,How Well Does Advertising Work? Generalizations from Meta-Analysis of Brand Advertising Elasticities,data\jmr_2000_2025\pdfs\2011\10.1509_jmkr.48.3.457.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.48.3.457.json,1,"{""doi"": 1}","[{""reference_index"": 53, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.48.3.457"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1177_00222437231210267__cites__10.1509_jmr.10.0353,2024,10.1177/00222437231210267,10.1177/00222437231210267,Mega or Micro? Influencer Selection Using Follower Elasticity,data\jmr_2000_2025\pdfs\2024\10.1177_00222437231210267.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_00222437231210267.json,2012,10.1509/jmr.10.0353,10.1509/jmr.10.0353,What Makes Online Content Viral?,data\jmr_2000_2025\pdfs\2012\10.1509_jmr.10.0353.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.10.0353.json,1,"{""doi"": 1}","[{""reference_index"": 5, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmr.10.0353"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1177_00222437231210267__cites__10.1509_jmr.12.0241,2024,10.1177/00222437231210267,10.1177/00222437231210267,Mega or Micro? Influencer Selection Using Follower Elasticity,data\jmr_2000_2025\pdfs\2024\10.1177_00222437231210267.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_00222437231210267.json,2013,10.1509/jmr.12.0241,10.1509/jmr.12.0241,Comparing the Relative Effectiveness of Advertising Channels: A Case Study of a Multimedia Blitz Campaign,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.12.0241.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.12.0241.json,1,"{""doi"": 1}","[{""reference_index"": 11, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmr.12.0241"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1177_00222437231210267__cites__10.1177_0022243720915467,2024,10.1177/00222437231210267,10.1177/00222437231210267,Mega or Micro? Influencer Selection Using Follower Elasticity,data\jmr_2000_2025\pdfs\2024\10.1177_00222437231210267.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_00222437231210267.json,2020,10.1177/0022243720915467,10.1177/0022243720915467,The Positive Effect of Not Following Others on Social Media,data\jmr_2000_2025\pdfs\2020\10.1177_0022243720915467.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_0022243720915467.json,1,"{""doi"": 1}","[{""reference_index"": 63, ""match_type"": ""doi"", ""ref_doi"": ""10.1177/0022243720915467"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1177_00222437231210267__cites__10.1177_0022243720972106,2024,10.1177/00222437231210267,10.1177/00222437231210267,Mega or Micro? Influencer Selection Using Follower Elasticity,data\jmr_2000_2025\pdfs\2024\10.1177_00222437231210267.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_00222437231210267.json,2021,10.1177/0022243720972106,10.1177/0022243720972106,The Effect of Information Disclosure on Industry Payments to Physicians,data\jmr_2000_2025\pdfs\2021\10.1177_0022243720972106.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_0022243720972106.json,1,"{""doi"": 1}","[{""reference_index"": 25, ""match_type"": ""doi"", ""ref_doi"": ""10.1177/0022243720972106"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1177_00222437231218969__cites__10.1509_jmkr.38.2.225.18838,2024,10.1177/00222437231218969,10.1177/00222437231218969,A Preemptive and Curative Solution to Mitigate Data Breaches: Corporate Social Responsibility as a Double Layer of Protection,data\jmr_2000_2025\pdfs\2024\10.1177_00222437231218969.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_00222437231218969.json,2001,10.1509/jmkr.38.2.225.18838,10.1509/jmkr.38.2.225.18838,Does Doing Good Always Lead to Doing Better? Consumer Reactions to Corporate Social Responsibility,data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.2.225.18838.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.38.2.225.18838.json,1,"{""doi"": 1}","[{""reference_index"": 103, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.38.2.225.18838"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1177_00222437231220327__cites__10.1509_jmkr.46.2.176,2024,10.1177/00222437231220327,10.1177/00222437231220327,Canary Categories,data\jmr_2000_2025\pdfs\2024\10.1177_00222437231220327.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_00222437231220327.json,2009,10.1509/jmkr.46.2.176,10.1509/jmkr.46.2.176,How Does Assortment Affect Grocery Store Choice?,data\jmr_2000_2025\pdfs\2009\10.1509_jmkr.46.2.176.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.46.2.176.json,1,"{""doi"": 1}","[{""reference_index"": 6, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.46.2.176"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1177_00222437231220327__cites__10.1509_jmkr.46.3.410,2024,10.1177/00222437231220327,10.1177/00222437231220327,Canary Categories,data\jmr_2000_2025\pdfs\2024\10.1177_00222437231220327.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_00222437231220327.json,2009,10.1509/jmkr.46.3.410,10.1509/jmkr.46.3.410,Assortment Size and Option Attractiveness in Consumer Choice among Retailers,data\jmr_2000_2025\pdfs\2009\10.1509_jmkr.46.3.410.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.46.3.410.json,1,"{""doi"": 1}","[{""reference_index"": 9, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.46.3.410"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1177_00222437231220327__cites__10.1509_jmr.13.0415,2024,10.1177/00222437231220327,10.1177/00222437231220327,Canary Categories,data\jmr_2000_2025\pdfs\2024\10.1177_00222437231220327.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_00222437231220327.json,2015,10.1509/jmr.13.0415,10.1509/jmr.13.0415,Harbingers of Failure,data\jmr_2000_2025\pdfs\2015\10.1509_jmr.13.0415.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.13.0415.json,1,"{""doi"": 1}","[{""reference_index"": 2, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmr.13.0415"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1177_00222437231221425__cites__10.1509_jmr.51.1.14,2024,10.1177/00222437231221425,10.1177/00222437231221425,Leveraging Opportunities and Managing Risks in Marketing Research,data\jmr_2000_2025\pdfs\2024\10.1177_00222437231221425.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_00222437231221425.json,2014,10.1509/jmr.51.1.14,10.1509/jmr.51.1.14,<i>JMR</i> in Transition: Reflections on the 2006–2012 Period,data\jmr_2000_2025\pdfs\2014\10.1509_jmr.51.1.14.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.51.1.14.json,1,"{""doi"": 1}","[{""reference_index"": 8, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmr.51.1.14"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1177_00222437231221425__cites__10.1509_jmr.54.11,2024,10.1177/00222437231221425,10.1177/00222437231221425,Leveraging Opportunities and Managing Risks in Marketing Research,data\jmr_2000_2025\pdfs\2024\10.1177_00222437231221425.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_00222437231221425.json,2017,10.1509/jmr.54.11,10.1509/jmr.54.11,Journal of Marketing Research: Looking Forward,data\jmr_2000_2025\pdfs\2017\10.1509_jmr.54.11.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.54.11.json,1,"{""doi"": 1}","[{""reference_index"": 5, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmr.54.11"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1177_00222437231221425__cites__10.1177_0022243720965237,2024,10.1177/00222437231221425,10.1177/00222437231221425,Leveraging Opportunities and Managing Risks in Marketing Research,data\jmr_2000_2025\pdfs\2024\10.1177_00222437231221425.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_00222437231221425.json,2020,10.1177/0022243720965237,10.1177/0022243720965237,"The
                    <i>Journal of Marketing Research</i>
                    Today: Spanning the Domains of Marketing Scholarship",data\jmr_2000_2025\pdfs\2020\10.1177_0022243720965237.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_0022243720965237.json,1,"{""doi"": 1}","[{""reference_index"": 6, ""match_type"": ""doi"", ""ref_doi"": ""10.1177/0022243720965237"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1177_00222437231221425__cites__10.1177_00222437211054601,2024,10.1177/00222437231221425,10.1177/00222437231221425,Leveraging Opportunities and Managing Risks in Marketing Research,data\jmr_2000_2025\pdfs\2024\10.1177_00222437231221425.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_00222437231221425.json,2021,10.1177/00222437211054601,10.1177/00222437211054601,"Marketing Insights from Multimedia Data:  Text, Image, Audio, and Video",data\jmr_2000_2025\pdfs\2021\10.1177_00222437211054601.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_00222437211054601.json,1,"{""doi"": 1}","[{""reference_index"": 7, ""match_type"": ""doi"", ""ref_doi"": ""10.1177/00222437211054601"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1177_00222437231221425__cites__10.1177_00222437231169711,2024,10.1177/00222437231221425,10.1177/00222437231221425,Leveraging Opportunities and Managing Risks in Marketing Research,data\jmr_2000_2025\pdfs\2024\10.1177_00222437231221425.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_00222437231221425.json,2024,10.1177/00222437231169711,10.1177/00222437231169711,Words Meet Photos: When and Why Photos Increase Review Helpfulness,data\jmr_2000_2025\pdfs\2024\10.1177_00222437231169711.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_00222437231169711.json,1,"{""doi"": 1}","[{""reference_index"": 3, ""match_type"": ""doi"", ""ref_doi"": ""10.1177/00222437231169711"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1177_00222437231222857__cites__10.1509_jmkr.48.4.767,2024,10.1177/00222437231222857,10.1177/00222437231222857,The Value of Safety Training for Business-to-Business Firms,data\jmr_2000_2025\pdfs\2024\10.1177_00222437231222857.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_00222437231222857.json,2011,10.1509/jmkr.48.4.767,10.1509/jmkr.48.4.767,Incorporating Context Effects into a Choice Model,data\jmr_2000_2025\pdfs\2011\10.1509_jmkr.48.4.767.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.48.4.767.json,1,"{""doi"": 1}","[{""reference_index"": 28, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.48.4.767"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1177_00222437231222857__cites__10.1177_00222437211013781,2024,10.1177/00222437231222857,10.1177/00222437231222857,The Value of Safety Training for Business-to-Business Firms,data\jmr_2000_2025\pdfs\2024\10.1177_00222437231222857.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_00222437231222857.json,2021,10.1177/00222437211013781,10.1177/00222437211013781,"Improving Business-to-Business Customer Satisfaction Programs: Assessment of Asymmetry, Heterogeneity, and Financial Impact",data\jmr_2000_2025\pdfs\2021\10.1177_00222437211013781.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_00222437211013781.json,1,"{""doi"": 1}","[{""reference_index"": 23, ""match_type"": ""doi"", ""ref_doi"": ""10.1177/00222437211013781"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1177_00222437231222857__cites__10.1177_0022243720971579,2024,10.1177/00222437231222857,10.1177/00222437231222857,The Value of Safety Training for Business-to-Business Firms,data\jmr_2000_2025\pdfs\2024\10.1177_00222437231222857.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_00222437231222857.json,2022,10.1177/0022243720971579,10.1177/0022243720971579,Product Quality and Performance in the Internet Age: Evidence from Creationist-Friendly Curriculum,data\jmr_2000_2025\pdfs\2022\10.1177_0022243720971579.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_0022243720971579.json,1,"{""doi"": 1}","[{""reference_index"": 30, ""match_type"": ""doi"", ""ref_doi"": ""10.1177/0022243720971579"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1177_00222437241230912__cites__10.1509_jmkr.47.1.3,2024,10.1177/00222437241230912,10.1177/00222437241230912,Disentangling Product Comparisons with the Attribute–Hedonic Model,data\jmr_2000_2025\pdfs\2024\10.1177_00222437241230912.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1177_00222437241230912.json,2010,10.1509/jmkr.47.1.3,10.1509/jmkr.47.1.3,A Control Function Approach to Endogeneity in Consumer Choice Models,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.1.3.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.1.3.json,1,"{""doi"": 1}","[{""reference_index"": 40, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.47.1.3"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
