citing_official_year,citing_resolved_doi,citing_title,cited_official_year,cited_resolved_doi,cited_title,matched_reference_count,match_type_breakdown
2022,10.1177/00222437221078606,The Power of Profanity: The Meaning and Impact of Swear Words in Word of Mouth,2000,10.1509/jmkr.37.4.427.18796,The Effects of Incomplete Information on Consumer Choice,1,"{""doi"": 1}"
2022,10.1177/00222437221078606,The Power of Profanity: The Meaning and Impact of Swear Words in Word of Mouth,2011,10.1509/jmkr.48.3.617,"Seeing Ourselves in Others: Reviewer Ambiguity, Egocentric Anchoring, and Persuasion",1,"{""doi"": 1}"
2022,10.1177/00222437221078606,The Power of Profanity: The Meaning and Impact of Swear Words in Word of Mouth,2013,10.1509/jmr.12.0063,Temporal Contiguity and Negativity Bias in the Impact of Online Word of Mouth,1,"{""doi"": 1}"
2022,10.1177/00222437221080163,The Impact of Subscription Programs on Customer Purchases,2022,10.1177/00222437211016360,Effects of Payment on User Engagement in Online Courses,1,"{""doi"": 1}"
2022,10.1177/00222437221080163,The Impact of Subscription Programs on Customer Purchases,2001,10.1509/jmkr.38.2.216.18843,Social Dimensions of Consumer Distinctiveness: The Influence of Social Status on Group Identity and Advertising Persuasion,1,"{""doi"": 1}"
2022,10.1177/00222437221080163,The Impact of Subscription Programs on Customer Purchases,2004,10.1509/jmkr.41.3.281.35986,The Influence of Loyalty Programs and Short-Term Promotions on Customer Retention,1,"{""doi"": 1}"
2022,10.1177/00222437221080163,The Impact of Subscription Programs on Customer Purchases,2005,10.1509/jmkr.42.2.141.62296,New Empirical Generalizations on the Determinants of Price Elasticity,1,"{""doi"": 1}"
2022,10.1177/00222437221080163,The Impact of Subscription Programs on Customer Purchases,2017,10.1509/jmr.14.0518,Can Offline Stores Drive Online Sales?,1,"{""doi"": 1}"
2022,10.1177/00222437221084986,A Structural Model of Organizational Buying for Business-to-Business Markets: Innovation Adoption with Share-of-Wallet Contracts,2002,10.1509/jmkr.39.3.336.19105,Understanding the Role of Preference Revision and Concession in Group Decisions,1,"{""doi"": 1}"
2022,10.1177/00222437221084986,A Structural Model of Organizational Buying for Business-to-Business Markets: Innovation Adoption with Share-of-Wallet Contracts,2006,10.1509/jmkr.43.2.137,Do Slotting Allowances Enhance Efficiency or Hinder Competition?,1,"{""doi"": 1}"
2022,10.1177/00222437221084986,A Structural Model of Organizational Buying for Business-to-Business Markets: Innovation Adoption with Share-of-Wallet Contracts,2012,10.1509/jmr.09.0334,Role of Reference Price on Price and Quantity: Insights from Business-to-Business Markets,1,"{""doi"": 1}"
2022,10.1177/00222437221093603,The Effects of Consumer Preference and Peer Influence on Trial of an Experience Good,2006,10.1509/jmkr.43.3.345,The Effect of Word of Mouth on Sales: Online Book Reviews,1,"{""doi"": 1}"
2022,10.1177/00222437221093603,The Effects of Consumer Preference and Peer Influence on Trial of an Experience Good,2008,10.1509/jmkr.45.4.425,"Listening to Strangers: Whose Responses are Valuable, how Valuable are They, and Why?",1,"{""doi"": 1}"
2022,10.1177/00222437221093603,The Effects of Consumer Preference and Peer Influence on Trial of an Experience Good,2010,10.1509/jmkr.47.5.883,Asymmetric Social Interactions in Physician Prescription Behavior: The Role of Opinion Leaders,1,"{""doi"": 1}"
2022,10.1177/00222437221093603,The Effects of Consumer Preference and Peer Influence on Trial of an Experience Good,2011,10.1509/jmkr.48.3.425,Network Effects and Personal Influences: The Diffusion of an Online Social Network,1,"{""doi"": 1}"
2022,10.1177/00222437221093603,The Effects of Consumer Preference and Peer Influence on Trial of an Experience Good,2012,10.1509/jmr.11.0091,The Quest for Content: How User-Generated Links can Facilitate Online Exploration,1,"{""doi"": 1}"
2022,10.1177/00222437221094301,The Price Entitlement Effect: When and Why High Price Entitles Consumers to Purchase Socially Costly Products,2005,10.1509/jmkr.2005.42.3.266,Willful Ignorance in the Request for Product Attribute Information,1,"{""doi"": 1}"
2022,10.1177/00222437221094301,The Price Entitlement Effect: When and Why High Price Entitles Consumers to Purchase Socially Costly Products,2005,10.1509/jmkr.42.1.43.56889,Justification Effects on Consumer Choice of Hedonic and Utilitarian Goods,1,"{""doi"": 1}"
2022,10.1177/00222437221094301,The Price Entitlement Effect: When and Why High Price Entitles Consumers to Purchase Socially Costly Products,2006,10.1509/jmkr.43.2.259,Licensing Effect in Consumer Choice,1,"{""doi"": 1}"
2022,10.1177/00222437221094301,The Price Entitlement Effect: When and Why High Price Entitles Consumers to Purchase Socially Costly Products,2010,10.1509/jmkr.47.6.1090,Price-Framing Effects on the Purchase of Hedonic and Utilitarian Bundles,1,"{""doi"": 1}"
2022,10.1177/00222437221094301,The Price Entitlement Effect: When and Why High Price Entitles Consumers to Purchase Socially Costly Products,2011,10.1509/jmkr.48.1.196,The Influence of Price Discount versus Bonus Pack on the Preference for Virtue and Vice Foods,1,"{""doi"": 1}"
2022,10.1177/00222437221094301,The Price Entitlement Effect: When and Why High Price Entitles Consumers to Purchase Socially Costly Products,2014,10.1509/jmr.12.0133,Because I (Don't) Deserve It: How Relationship Reminders and Deservingness Influence Consumer Indulgence,1,"{""doi"": 1}"
2022,10.1177/00222437221094301,The Price Entitlement Effect: When and Why High Price Entitles Consumers to Purchase Socially Costly Products,2015,10.1509/jmr.13.0244,Giving against the Odds: When Tempting Alternatives Increase Willingness to Donate,1,"{""doi"": 1}"
2022,10.1177/00222437221094301,The Price Entitlement Effect: When and Why High Price Entitles Consumers to Purchase Socially Costly Products,2017,10.1509/jmr.14.0441,Turning off the Lights: Consumers' Environmental Efforts Depend on Visible Efforts of Firms,1,"{""title"": 1}"
2022,10.1177/00222437221094824,A Choice Model of Utility Maximization and Regret Minimization,2018,10.1509/jmr.13.0240,A Probit Model with Structured Covariance for Similarity Effects and Source of Volume Calculations,1,"{""doi"": 1}"
2022,10.1177/00222437221094824,A Choice Model of Utility Maximization and Regret Minimization,2018,10.1509/jmr.14.0102,Modeling Simultaneous Multiple Goal Pursuit and Adaptation in Consumer Choice,1,"{""doi"": 1}"
2022,10.1177/00222437221095097,Managing Positive and Negative Trends in Sales Call Outcomes: The Role of Momentum,2006,10.1509/jmkr.43.4.693,Salesperson Adaptive Selling Behavior and Customer Orientation: A Meta-Analysis,1,"{""doi"": 1}"
2022,10.1177/00222437221095097,Managing Positive and Negative Trends in Sales Call Outcomes: The Role of Momentum,2007,10.1509/jmkr.44.3.370,The Shopping Momentum Effect,1,"{""doi"": 1}"
2022,10.1177/00222437221095097,Managing Positive and Negative Trends in Sales Call Outcomes: The Role of Momentum,2008,10.1509/jmkr.45.4.414,Gender Jeopardy in Financial Risk Taking,1,"{""doi"": 1}"
2022,10.1177/00222437221095097,Managing Positive and Negative Trends in Sales Call Outcomes: The Role of Momentum,2010,10.1509/jmkr.47.1.3,A Control Function Approach to Endogeneity in Consumer Choice Models,1,"{""doi"": 1}"
2022,10.1177/00222437221095097,Managing Positive and Negative Trends in Sales Call Outcomes: The Role of Momentum,2010,10.1509/jmkr.47.5.840,Personal Selling Elasticities: A Meta-Analysis,1,"{""doi"": 1}"
2022,10.1177/00222437221095097,Managing Positive and Negative Trends in Sales Call Outcomes: The Role of Momentum,2013,10.1509/jmr.11.0485,Bonuses versus Commissions: A Field Study,1,"{""doi"": 1}"
2022,10.1177/00222437221095097,Managing Positive and Negative Trends in Sales Call Outcomes: The Role of Momentum,2018,10.1509/jmr.15.0243,Frontline Problem-Solving Effectiveness: A Dynamic Analysis of Verbal and Nonverbal Cues,1,"{""doi"": 1}"
2022,10.1177/00222437221097089,Indulgent Consumption Signals Interpersonal Warmth,2020,10.1177/0022243720915467,The Positive Effect of Not Following Others on Social Media,1,"{""doi"": 1}"
2022,10.1177/00222437221097089,Indulgent Consumption Signals Interpersonal Warmth,2006,10.1509/jmkr.43.2.259,Licensing Effect in Consumer Choice,1,"{""doi"": 1}"
2022,10.1177/00222437221097089,Indulgent Consumption Signals Interpersonal Warmth,2012,10.1509/jmr.10.0490,Self-Signaling and the Costs and Benefits of Temptation in Consumer Choice,1,"{""doi"": 1}"
2022,10.1177/00222437221097089,Indulgent Consumption Signals Interpersonal Warmth,2017,10.1509/jmr.14.0125,Rejecting Responsibility: Low Physical Involvement in Obtaining Food Promotes Unhealthy Eating,1,"{""doi"": 1}"
2022,10.1177/00222437221097382,Risk on the Edge: The Effect of Relative Spatial Location on Consumer Preferences and Choices,2020,10.1177/0022243720941525,Locational Choices: Modeling Consumer Preferences for Proximity to Others in Reserved Seating Venues,1,"{""doi"": 1}"
2022,10.1177/00222437221097382,Risk on the Edge: The Effect of Relative Spatial Location on Consumer Preferences and Choices,2021,10.1177/0022243721998375,Understanding Lateral and Vertical Biases in Consumer Attention: An In-Store Ambulatory Eye-Tracking Study,1,"{""doi"": 1}"
2022,10.1177/00222437221097382,Risk on the Edge: The Effect of Relative Spatial Location on Consumer Preferences and Choices,2008,10.1509/jmkr.45.1.1,"Dogs on the Street, Pumas on Your Feet: How Cues in the Environment Influence Product Evaluation and Choice",1,"{""doi"": 1}"
2022,10.1177/00222437221097382,Risk on the Edge: The Effect of Relative Spatial Location on Consumer Preferences and Choices,2013,10.1509/jmr.12.0118,Conservative When Crowded: Social Crowding and Consumer Choice,1,"{""doi"": 1}"
2022,10.1177/00222437221097382,Risk on the Edge: The Effect of Relative Spatial Location on Consumer Preferences and Choices,2013,10.1509/jmr.12.0420,"Spotlights, Floodlights, and the Magic Number Zero: Simple Effects Tests in Moderated Regression",1,"{""doi"": 1}"
2022,10.1177/00222437221097382,Risk on the Edge: The Effect of Relative Spatial Location on Consumer Preferences and Choices,2016,10.1509/jmr.13.0601,"The Space-to-Product Ratio Effect: How Interstitial Space Influences Product Aesthetic Appeal, Store Perceptions, and Product Preference",1,"{""doi"": 1}"
2022,10.1177/00222437221101808,The Profitability of Purchase Limits During Shortages,2019,10.1177/0022243718821698,"How Should Firms Manage Excessive Product Use? A Continuous-Time Demand Model to Test Reward Schedules, Notifications, and Time Limits",1,"{""doi"": 1}"
2022,10.1177/00222437221101808,The Profitability of Purchase Limits During Shortages,2005,10.1509/jmkr.42.1.30.56883,Pricing of Conspicuous Goods: A Competitive Analysis of Social Effects,1,"{""doi"": 1}"
2022,10.1177/00222437221101808,The Profitability of Purchase Limits During Shortages,2006,10.1509/jmkr.43.4.518,"Promotion Profitability for a Retailer: The Role of Promotion, Brand, Category, and Store Characteristics",1,"{""doi"": 1}"
2022,10.1177/00222437221101808,The Profitability of Purchase Limits During Shortages,2011,10.1509/jmkr.48.2.342,Stockouts in Online Retailing,1,"{""doi"": 1}"
2022,10.1177/00222437221101808,The Profitability of Purchase Limits During Shortages,2013,10.1509/jmr.11.0432,(De)marketing to Manage Consumer Quality Inferences,1,"{""doi"": 1}"
2022,10.1177/00222437221101808,The Profitability of Purchase Limits During Shortages,2015,10.1509/jmr.12.0175,Inequity Aversion and Fair Selling,1,"{""doi"": 1}"
2022,10.1177/00222437221101808,The Profitability of Purchase Limits During Shortages,2015,10.1509/jmr.13.0451,Scarcity Polarizes Preferences: The Impact on Choice among Multiple Items in a Product Class,1,"{""doi"": 1}"
2023,10.1177/00222437221100217,Women and Minority Film Directors in Hollywood: Performance Implications of Product Development and Distribution Biases,2006,10.1509/jmkr.43.2.287,An Empirical Investigation of Signaling in the Motion Picture Industry,1,"{""doi"": 1}"
2023,10.1177/00222437221105014,How Do Nutritional Warning Labels Affect Prices?,2010,10.1509/jmkr.47.1.3,A Control Function Approach to Endogeneity in Consumer Choice Models,1,"{""doi"": 1}"
2023,10.1177/00222437221105014,How Do Nutritional Warning Labels Affect Prices?,2010,10.1509/jmkr.47.5.791,Proliferating Private-Label Portfolios: How Introducing Economy and Premium Private Labels Influences Brand Choice,1,"{""doi"": 1}"
2023,10.1177/00222437221105014,How Do Nutritional Warning Labels Affect Prices?,2014,10.1509/jmr.11.0466,"Driving Online and Offline Sales: The Cross-Channel Effects of Traditional, Online Display, and Paid Search Advertising",1,"{""doi"": 1}"
2023,10.1177/00222437221105014,How Do Nutritional Warning Labels Affect Prices?,2017,10.1509/jmr.13.0580,A Meta-Analysis of Marketing Communication Carryover Effects,1,"{""doi"": 1}"
2023,10.1177/00222437221105828,"Business-to-Business Projects, Task Configuration, and Innovation",2018,10.1177/0022243718801325,Relationship Governance Dynamics: The Roles of Partner Selection Efforts and Mutual Investments,1,"{""doi"": 1}"
2023,10.1177/00222437221105828,"Business-to-Business Projects, Task Configuration, and Innovation",2001,10.1509/jmkr.38.2.269.18845,Index Construction with Formative Indicators: An Alternative to Scale Development,1,"{""doi"": 1}"
2023,10.1177/00222437221105828,"Business-to-Business Projects, Task Configuration, and Innovation",2006,10.1509/jmkr.43.3.494,From Invention to Innovation: Conversion Ability in Product Development,1,"{""doi"": 1}"
2023,10.1177/00222437221105828,"Business-to-Business Projects, Task Configuration, and Innovation",2007,10.1509/jmkr.44.3.425,"Interfirm Monitoring, Social Contracts, and Relationship Outcomes",1,"{""doi"": 1}"
2023,10.1177/00222437221105828,"Business-to-Business Projects, Task Configuration, and Innovation",2012,10.1509/jmr.09.0317,The Market Valuation of Outsourcing New Product Development,1,"{""doi"": 1}"
2023,10.1177/00222437221107549,Vertical Versus Horizontal Variance in Online Reviews and Their Impact on Demand,2019,10.1177/0022243719866690,Large-Scale Cross-Category Analysis of Consumer Review Content on Sales Conversion Leveraging Deep Learning,1,"{""doi"": 1}"
2023,10.1177/00222437221107549,Vertical Versus Horizontal Variance in Online Reviews and Their Impact on Demand,2006,10.1509/jmkr.43.3.345,The Effect of Word of Mouth on Sales: Online Book Reviews,1,"{""doi"": 1}"
2023,10.1177/00222437221107593,You Must Have a Preference: The Impact of No-Preference Communication on Joint Decision Making,2020,10.1177/0022243720949497,Where Do You Want to Go for Dinner? A Preference Expression Asymmetry in Joint Consumption,1,"{""doi"": 1}"
2023,10.1177/00222437221107593,You Must Have a Preference: The Impact of No-Preference Communication on Joint Decision Making,2021,10.1177/00222437211002818,Navigating Shared Consumption Experiences: Clarity About a Partner’s Interests Increases Enjoyment,1,"{""doi"": 1}"
2023,10.1177/00222437221107593,You Must Have a Preference: The Impact of No-Preference Communication on Joint Decision Making,2002,10.1509/jmkr.39.3.336.19105,Understanding the Role of Preference Revision and Concession in Group Decisions,1,"{""doi"": 1}"
2023,10.1177/00222437221107593,You Must Have a Preference: The Impact of No-Preference Communication on Joint Decision Making,2003,10.1509/jmkr.40.3.268.19234,A Temporal Dynamic Model of Spousal Family Purchase-Decision Behavior,1,"{""doi"": 1}"
2023,10.1177/00222437221107593,You Must Have a Preference: The Impact of No-Preference Communication on Joint Decision Making,2006,10.1509/jmkr.43.3.386,Is Happiness Shared Doubled and Sadness Shared Halved? Social Influence on Enjoyment of Hedonic Experiences,1,"{""doi"": 1}"
2023,10.1177/00222437221107900,From Strangers to Friends: Tie Formations and Online Activities in an Evolving Social Network,2019,10.1177/0022243718824081,Climb or Jump: Status-Based Seeding in User-Generated Content Networks,1,"{""doi"": 1}"
2023,10.1177/00222437221107900,From Strangers to Friends: Tie Formations and Online Activities in an Evolving Social Network,2010,10.1509/jmkr.47.4.643,Determining Influential Users in Internet Social Networks,1,"{""doi"": 1}"
2023,10.1177/00222437221107900,From Strangers to Friends: Tie Formations and Online Activities in an Evolving Social Network,2010,10.1509/jmkr.47.5.883,Asymmetric Social Interactions in Physician Prescription Behavior: The Role of Opinion Leaders,1,"{""doi"": 1}"
2023,10.1177/00222437221108653,Suspense and Surprise in Media Product Design: Evidence from Twitch,2000,10.1509/jmkr.37.2.173.18738,"Cast Demographics, Unobserved Segments, and Heterogeneous Switching Costs in a Television Viewing Choice Model",1,"{""doi"": 1}"
2023,10.1177/00222437221108653,Suspense and Surprise in Media Product Design: Evidence from Twitch,2001,10.1509/jmkr.38.3.298.18867,Optimizing Television Program Schedules Using Choice Modeling,1,"{""doi"": 1}"
2023,10.1177/00222437221108653,Suspense and Surprise in Media Product Design: Evidence from Twitch,2012,10.1509/jmr.10.0207,Emotion-Induced Engagement in Internet Video Advertisements,1,"{""doi"": 1}"
2023,10.1177/00222437221108653,Suspense and Surprise in Media Product Design: Evidence from Twitch,2018,10.1509/jmr.15.0421,TV Viewing and Advertising Targeting,1,"{""doi"": 1}"
2023,10.1177/00222437221108891,I Will Be Green for Us: When Consumers Compensate for Their Partners’ Unsustainable Behavior,2019,10.1177/0022243719851788,Task-Dependent Algorithm Aversion,1,"{""doi"": 1}"
2023,10.1177/00222437221108891,I Will Be Green for Us: When Consumers Compensate for Their Partners’ Unsustainable Behavior,2019,10.1177/0022243719865898,Media Coverage of Climate Change and Sustainable Product Consumption: Evidence from the Hybrid Vehicle Market,1,"{""doi"": 1}"
2023,10.1177/00222437221108891,I Will Be Green for Us: When Consumers Compensate for Their Partners’ Unsustainable Behavior,2021,10.1177/00222437211002818,Navigating Shared Consumption Experiences: Clarity About a Partner’s Interests Increases Enjoyment,1,"{""doi"": 1}"
2023,10.1177/00222437221108891,I Will Be Green for Us: When Consumers Compensate for Their Partners’ Unsustainable Behavior,2022,10.1177/00222437211034513,"We Succeeded Together, Now What: Relationship Power and Sequential Decisions in Couples’ Joint Goal Pursuits",1,"{""doi"": 1}"
2023,10.1177/00222437221108891,I Will Be Green for Us: When Consumers Compensate for Their Partners’ Unsustainable Behavior,2014,10.1509/jmr.12.0335,The Motivating Role of Dissociative Out-Groups in Encouraging Positive Consumer Behaviors,1,"{""doi"": 1}"
2023,10.1177/00222437221108891,I Will Be Green for Us: When Consumers Compensate for Their Partners’ Unsustainable Behavior,2013,10.1509/jmr.12.0420,"Spotlights, Floodlights, and the Magic Number Zero: Simple Effects Tests in Moderated Regression",1,"{""doi"": 1}"
2023,10.1177/00222437221108891,I Will Be Green for Us: When Consumers Compensate for Their Partners’ Unsustainable Behavior,2015,10.1509/jmr.13.0244,Giving against the Odds: When Tempting Alternatives Increase Willingness to Donate,1,"{""doi"": 1}"
2023,10.1177/00222437221108891,I Will Be Green for Us: When Consumers Compensate for Their Partners’ Unsustainable Behavior,2016,10.1509/jmr.14.0209,Choosing Variety for Joint Consumption,1,"{""doi"": 1}"
2023,10.1177/00222437221109782,The Effectiveness of Cause-Related Marketing: A Meta-Analysis on Consumer Responses,2020,10.1177/0022243720916463,Lowering the Minimum Donation Amount Increases Consumer Purchase Likelihood of Products Associated with Cause-Related Marketing Campaigns,1,"{""doi"": 1}"
2023,10.1177/00222437221109782,The Effectiveness of Cause-Related Marketing: A Meta-Analysis on Consumer Responses,2000,10.1509/jmkr.37.1.60.18718,Consumer Choice between Hedonic and Utilitarian Goods,1,"{""doi"": 1}"
2023,10.1177/00222437221109782,The Effectiveness of Cause-Related Marketing: A Meta-Analysis on Consumer Responses,2011,10.1509/jmkr.48.5.855,"Warm Glow or Cold, Hard Cash? Social Identity Effects on Consumer Choice for Donation versus Discount Promotions",1,"{""doi"": 1}"
2023,10.1177/00222437221109782,The Effectiveness of Cause-Related Marketing: A Meta-Analysis on Consumer Responses,2012,10.1509/jmr.10.0511,Willingness to Pay for Cause-Related Marketing: The Impact of Donation Amount and Moderating Effects,1,"{""doi"": 1}"
2023,10.1177/00222437221109782,The Effectiveness of Cause-Related Marketing: A Meta-Analysis on Consumer Responses,2016,10.1509/jmr.14.0046,Marketing's Impact on Firm Value: Generalizations from a Meta-Analysis,1,"{""doi"": 1}"
2023,10.1177/00222437221110139,Algorithmic Transference: People Overgeneralize Failures of AI in the Government,2019,10.1177/0022243719851788,Task-Dependent Algorithm Aversion,1,"{""doi"": 1}"
2023,10.1177/00222437221110139,Algorithmic Transference: People Overgeneralize Failures of AI in the Government,2020,10.1177/0022243720904758,Advertising a Desired Change: When Process Simulation Fosters (vs. Hinders) Credibility and Persuasion,1,"{""doi"": 1}"
2023,10.1177/00222437221110139,Algorithmic Transference: People Overgeneralize Failures of AI in the Government,2006,10.1509/jmkr.43.3.366,"When Will a Brand Scandal Spill Over, and how Should Competitors Respond?",1,"{""doi"": 1}"
2023,10.1177/00222437221110173,Rational Inattention as an Empirical Framework for Discrete Choice and Consumer-Welfare Evaluation,2009,10.1509/jmkr.46.3.410,Assortment Size and Option Attractiveness in Consumer Choice among Retailers,1,"{""doi"": 1}"
2023,10.1177/00222437221110460,Multimarket Membership Mapping,2019,10.1177/0022243719833631,P2V-MAP: Mapping Market Structures for Large Retail Assortments,1,"{""doi"": 1}"
2023,10.1177/00222437221110460,Multimarket Membership Mapping,2006,10.1509/jmkr.43.4.680,An Empirical Two-Stage Choice Model with Varying Decision Rules Applied to Internet Clickstream Data,1,"{""doi"": 1}"
2023,10.1177/00222437221110460,Multimarket Membership Mapping,2008,10.1509/jmkr.45.3.280,A Clusterwise Bilinear Multidimensional Scaling Methodology for Simultaneous Segmentation and Positioning Analyses,1,"{""doi"": 1}"
2023,10.1177/00222437221110460,Multimarket Membership Mapping,2011,10.1509/jmkr.48.1.13,Mapping Online Consumer Search,1,"{""doi"": 1}"
2023,10.1177/00222437221110460,Multimarket Membership Mapping,2011,10.1509/jmkr.48.5.881,Automated Marketing Research Using Online Customer Reviews,1,"{""doi"": 1}"
2023,10.1177/00222437221111344,You Should Try These Together: Combinatory Recommendations Signal Expertise and Improve Product Attitudes,2020,10.1177/0022243720915467,The Positive Effect of Not Following Others on Social Media,1,"{""doi"": 1}"
2023,10.1177/00222437221111344,You Should Try These Together: Combinatory Recommendations Signal Expertise and Improve Product Attitudes,2009,10.1509/jmkr.46.4.518,Category-Based Screening in Choice of Complementary Products,1,"{""doi"": 1}"
2023,10.1177/00222437221111344,You Should Try These Together: Combinatory Recommendations Signal Expertise and Improve Product Attitudes,2013,10.1509/jmr.11.0305,Decomposing the Value of Word-of-Mouth Seeding Programs: Acceleration versus Expansion,1,"{""doi"": 1}"
2023,10.1177/00222437221111344,You Should Try These Together: Combinatory Recommendations Signal Expertise and Improve Product Attitudes,2016,10.1509/jmr.12.0240,Selective Sensitization: Consuming a Food Activates a Goal to Consume Its Complements,1,"{""doi"": 1}"
2023,10.1177/00222437221111344,You Should Try These Together: Combinatory Recommendations Signal Expertise and Improve Product Attitudes,2013,10.1509/jmr.12.0420,"Spotlights, Floodlights, and the Magic Number Zero: Simple Effects Tests in Moderated Regression",1,"{""doi"": 1}"
2023,10.1177/00222437221111344,You Should Try These Together: Combinatory Recommendations Signal Expertise and Improve Product Attitudes,2014,10.1509/jmr.13.0437,Product Customization via Starting Solutions,1,"{""doi"": 1}"
2023,10.1177/00222437221112058,Role Integration Increases the Fungibility of Mentally Accounted Funds,2001,10.1509/jmkr.38.1.30.18828,Transaction Decoupling: How Price Bundling Affects the Decision to Consume,1,"{""doi"": 1}"
2023,10.1177/00222437221112058,Role Integration Increases the Fungibility of Mentally Accounted Funds,2011,10.1509/jmkr.48.spl.s14,Earmarking and Partitioning: Increasing Saving by Low-Income Households,1,"{""doi"": 1}"
2023,10.1177/00222437221112312,“It Could Be Better” Can Make It Worse: When and Why People Mistakenly Communicate Upward Counterfactual Information,2013,10.1509/jmr.11.0458,On Brands and Word of Mouth,1,"{""doi"": 1}"
2023,10.1177/00222437221112644,Advance Selling in Marketing Channels,2007,10.1509/jmkr.44.3.410,Empirical Analysis of Budget and Allocation of Trade Promotions in the U.S. Supermarket Industry,1,"{""doi"": 1}"
2023,10.1177/00222437221113235,Selling Mechanism Design for Peer-to-Peer Lending and Related Markets: The Multi-Unit Uniform-Price Open Auction Versus Fixed Price,2011,10.1509/jmkr.48.spl.s138,Tell Me a Good Story and I May Lend you Money: The Role of Narratives in Peer-to-Peer Lending Decisions,1,"{""doi"": 1}"
2023,10.1177/00222437221115616,Product-Harm Crises and Spillover Effects: A Case Study of the Volkswagen Diesel Emissions Scandal in eBay Used Car Auction Markets,2000,10.1509/jmkr.37.2.215.18729,Impact of Product-Harm Crises on Brand Equity: The Moderating Role of Consumer Expectations,1,"{""doi"": 1}"
2023,10.1177/00222437221116034,Optimal Microtargeting of Advertising,2018,10.1177/0022243718802845,Delusion in Attribution: Caveats in Using Attribution for Multimedia Budget Allocation,1,"{""doi"": 1}"
2023,10.1177/00222437221116034,Optimal Microtargeting of Advertising,2019,10.1177/0022243718820587,Wearout or Weariness? Measuring Potential Negative Consequences of Online Ad Volume and Placement on Website Visits,1,"{""doi"": 1}"
2023,10.1177/00222437221116034,Optimal Microtargeting of Advertising,2020,10.1177/0022243720907578,The Anatomy of the Advertising Budget Decision: How Analytics and Heuristics Drive Sales Performance,1,"{""doi"": 1}"
2023,10.1177/00222437221116034,Optimal Microtargeting of Advertising,2020,10.1177/0022243720910104,Advertising Effectiveness for Multiple Retailer-Brands in a Multimedia and Multichannel Environment,1,"{""doi"": 1}"
2023,10.1177/00222437221116034,Optimal Microtargeting of Advertising,2020,10.1177/0022243720952410,Scalable Target Marketing: Distributed Markov Chain Monte Carlo for Bayesian Hierarchical Models,1,"{""doi"": 1}"
2023,10.1177/00222437221116034,Optimal Microtargeting of Advertising,2003,10.1509/jmkr.40.4.375.19385,Understanding the Impact of Synergy in Multimedia Communications,1,"{""doi"": 1}"
2023,10.1177/00222437221116034,Optimal Microtargeting of Advertising,2008,10.1509/jmkr.45.1.60,Customer Channel Migration,1,"{""doi"": 1}"
2023,10.1177/00222437221116034,Optimal Microtargeting of Advertising,2010,10.1509/jmkr.47.1.3,A Control Function Approach to Endogeneity in Consumer Choice Models,1,"{""doi"": 1}"
2023,10.1177/00222437221116034,Optimal Microtargeting of Advertising,2014,10.1509/jmr.11.0466,"Driving Online and Offline Sales: The Cross-Channel Effects of Traditional, Online Display, and Paid Search Advertising",1,"{""doi"": 1}"
2023,10.1177/00222437221116034,Optimal Microtargeting of Advertising,2013,10.1509/jmr.11.0503,When Does Retargeting Work? Information Specificity in Online Advertising,1,"{""doi"": 1}"
2023,10.1177/00222437221116034,Optimal Microtargeting of Advertising,2013,10.1509/jmr.12.0241,Comparing the Relative Effectiveness of Advertising Channels: A Case Study of a Multimedia Blitz Campaign,1,"{""doi"": 1}"
2023,10.1177/00222437221116034,Optimal Microtargeting of Advertising,2017,10.1509/jmr.16.0210,Dynamically Managing a Profitable Email Marketing Program,1,"{""doi"": 1}"
2023,10.1177/00222437221116058,Paralanguage Classifier (PARA): An Algorithm for Automatic Coding of Paralinguistic Nonverbal Parts of Speech in Text,2019,10.1177/0022243718815429,Selectively Emotional: How Smartphone Use Changes User-Generated Content,1,"{""doi"": 1}"
2023,10.1177/00222437221116058,Paralanguage Classifier (PARA): An Algorithm for Automatic Coding of Paralinguistic Nonverbal Parts of Speech in Text,2019,10.1177/0022243719852959,When Words Sweat: Identifying Signals for Loan Default in the Text of Loan Applications,1,"{""doi"": 1}"
2023,10.1177/00222437221116058,Paralanguage Classifier (PARA): An Algorithm for Automatic Coding of Paralinguistic Nonverbal Parts of Speech in Text,2019,10.1177/0022243719861923,A Tale of Two Twitterspheres: Political Microblogging During and After the 2016 Primary and Presidential Debates,1,"{""doi"": 1}"
2023,10.1177/00222437221116058,Paralanguage Classifier (PARA): An Algorithm for Automatic Coding of Paralinguistic Nonverbal Parts of Speech in Text,2020,10.1177/0022243719892594,The Enhancing Versus Backfiring Effects of Positive Emotion in Consumer Reviews,1,"{""doi"": 1}"
2023,10.1177/00222437221116058,Paralanguage Classifier (PARA): An Algorithm for Automatic Coding of Paralinguistic Nonverbal Parts of Speech in Text,2020,10.1177/0022243720904957,The Strength of Weak-Tie Consensus Language,1,"{""doi"": 1}"
2023,10.1177/00222437221116058,Paralanguage Classifier (PARA): An Algorithm for Automatic Coding of Paralinguistic Nonverbal Parts of Speech in Text,2021,10.1177/0022243720940693,Construal Matching in Online Search: Applying Text Analysis to Illuminate the Consumer Decision Journey,1,"{""doi"": 1}"
